"","Claim_Number","Year","Month","Day","Airline_Name","Airport_Code","Claim_Type","Claim_Site","Item","Claim_Amount","Status","Close_Amount"
"14189","2005020000000",2004,12,"15 00:00:00","USAir","PIT","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",6.5,"Approved",6.5
"9318","2004100000000",2004,7,"27 00:00:00","AirTran Airlines","MSP","Passenger Property Loss","Checked Baggage","Cameras - Digital",250,"Settled",150
"27652","2005110000000",2005,10,"05 00:00:00","Frontier Airlines","EGE","Passenger Property Loss","Checked Baggage","Cameras - Digital",732.97,"Denied",0
"26891","2005100000000",2005,9,"15 00:00:00","American Airlines","ORD","Property Damage","Checked Baggage","Other",845,"Denied",0
"10186","2004110000000",2004,8,"21 00:00:00","American Airlines","F","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",815.05,"Denied",815.05
"30635","2006010000000",2005,12,"17 00:00:00","American Airlines","STT","Passenger Property Loss","Checked Baggage","Jewelry - Fine",4500,"Denied",0
"4365","2004060000000",2004,5,"10 00:00:00","USAir","PHL","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",69,"Approved",69
"27832","2005110000000",2005,9,"28 00:00:00","UAL","HNL","Passenger Property Loss","Checked Baggage","Locks",14.88,"Approved",14.88
"13958","2005020000000",2005,1,"03 00:00:00","Delta Air Lines","MSY","Passenger Property Loss","Checked Baggage","Other",500,"Approved",500
"30871","2006010000000",2005,12,"30 00:00:00","UAL","FSD","Passenger Property Loss","Checked Baggage","Jewelry - Fine",70,"Settled",35
"13238","2004120000000",2004,8,"26 00:00:00","UAL","LGA","Property Damage","Checked Baggage","Locks",296.49,"Denied",0
"908","2004050000000",2004,2,"26 00:00:00","Alaska Airlines","SEA","Property Damage","Checkpoint","Computer - Laptop",2104.39,"Approved",2104.39
"16791","2005040000000",2005,3,"11 00:00:00","American Airlines","DFW","Property Damage","Checked Baggage","Musical Instruments - Other - Over $250",85,"Approved",85
"10697","2004120000000",2004,10,"12 00:00:00","Continental Airlines","DFW","Passenger Property Loss","Checked Baggage","Cameras - Digital",300,"Settled",150
"17475","2005040000000",2005,3,"13 00:00:00","USAir","PHX","Property Damage","Checked Baggage","Luggage (all types including footlockers)",69.98,"Denied",0
"28950","2005120000000",2005,11,"19 00:00:00","UAL","ORD","Passenger Property Loss","Checked Baggage","Cameras - Digital",1250,"Settled",259.46
"2665","2004060000000",2004,4,"06 00:00:00","Continental Airlines","PHX","Passenger Property Loss","Checked Baggage","Other",484.79,"Approved",484.79
"5902","2004070000000",2004,5,"28 00:00:00","Southwest Airlines","OAK","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",830.68,"Approved",830.68
"17684","2005040000000",2005,3,"25 00:00:00","Delta (Song)","JFK","Passenger Property Loss","Checked Baggage","Other",319,"Settled",159.5
"20387","2005060000000",2005,4,"20 00:00:00","USAir","PHL","Property Damage","Checked Baggage","Luggage (all types including footlockers)",230,"Settled",149.5
"17853","2005040000000",2005,4,"03 00:00:00","Delta Air Lines","ATL","Passenger Property Loss","Checked Baggage","Cameras - Digital",838,"Denied",0
"9943","2004110000000",2004,8,"30 00:00:00","Northwest Airlines","MEM","Property Damage","Checkpoint","Other",25,"Approved",25
"13624","2005010000000",2004,12,"26 00:00:00","Northwest Airlines","STL","Property Damage","Checkpoint","Jewelry - Fine",60,"Approved",60
"27425","2005110000000",2005,10,"11 00:00:00","Continental Airlines","IAH","Passenger Property Loss","Checked Baggage","DVD/CD Players",161.29,"Denied",0
"14422","2005020000000",2004,12,"31 00:00:00","USAir","SJU","Passenger Property Loss","Checked Baggage","Locks",42.4,"Approved",42.4
"14251","2005020000000",2004,9,"12 00:00:00","Jet Blue","TPA","Passenger Property Loss","Checked Baggage","Other",813.52,"Settled",233.07
"28017","2005110000000",2005,10,"09 00:00:00","UAL","ORD","Passenger Property Loss","Checked Baggage","Cameras - Digital",1075,"Denied",0
"31183","2006020000000",2005,12,"02 00:00:00","Northwest Airlines","MSP","Property Damage","Checked Baggage","Locks",50,"Denied",0
"3851","2004060000000",2004,3,"21 00:00:00","USAir","ORD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",500,"Denied",500
"30416","2006010000000",2005,12,"07 00:00:00","Delta Air Lines","PHF","Passenger Property Loss","Checked Baggage","Locks",14.99,"Approved",14.99
"1602","2004050000000",2004,3,"16 00:00:00","Continental Airlines","CLE","Property Damage","Checkpoint","Other",63,"Approved",63
"12765","2005010000000",2004,12,"12 00:00:00","Delta Air Lines","JFK","Property Damage","Checked Baggage","Other",3003.33,"Approved",2993.33
"31587","2006030000000",2005,12,"08 00:00:00","Southwest Airlines","SMF","Property Damage","Checked Baggage","Luggage (all types including footlockers)",18.35,"Approved",18.35
"14314","2005020000000",2004,12,"23 00:00:00","Southwest Airlines","SJC","Passenger Property Loss","Checked Baggage","Locks",19.85,"Approved",19.85
"11357","2004120000000",2004,7,"23 00:00:00","Spirit Airlines","DTW","Property Damage","Checked Baggage","Luggage (all types including footlockers)",130,"Settled",50
"216","0202193M",2004,1,"11 00:00:00","Other","SEA","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",100,"Approved",100
"19813","2005050000000",2005,5,"11 00:00:00","Southwest Airlines","BUR","Property Damage","Checked Baggage","Other",88.93,"Denied",0
"18551","2005040000000",2005,3,"05 00:00:00","UAL","SAN","Passenger Property Loss","Checkpoint","Jewelry - Fine",113.14,"Denied",0
"21589","2005070000000",2005,6,"01 00:00:00","Northwest Airlines","OMA","Passenger Property Loss","Checked Baggage","Other",44.99,"Approved",44.99
"29188","2005120000000",2005,10,"15 00:00:00","Southwest Airlines","SAN","Passenger Property Loss","Checked Baggage","Other",500,"Settled",192.5
"17161","2005040000000",2005,3,"23 00:00:00","Delta Air Lines","RIC","Passenger Property Loss","Checked Baggage","Locks",10,"Approved",10
"24757","2005090000000",2005,8,"02 00:00:00","Virgin Atlantic","CVG","Property Damage","Checked Baggage","Other",350,"Denied",0
"19061","2005050000000",2004,2,"22 00:00:00","Southwest Airlines","RNO","Passenger Property Loss","Checked Baggage","Other",1419.11,"Settled",85.11
"26043","2005100000000",2005,9,"17 00:00:00","Delta Air Lines","COS","Passenger Property Loss","Checked Baggage","Other",317.99,"Denied",0
"15090","2005030000000",2005,2,"09 00:00:00","Northwest Airlines","DTW","Property Damage","Checked Baggage","Locks",5.29,"Approved",5.29
"1314","2004050000000",2004,2,"19 00:00:00","Continental Airlines","AUS","Passenger Property Loss","Checked Baggage","Eyeglasses - (including contact lenses)",235,"Settled",117.5
"3648","2004060000000",2004,4,"16 00:00:00","UAL","PHX","Passenger Property Loss","Checked Baggage","Other",118,"Denied",0
"8452","2004100000000",2004,6,"21 00:00:00","Northwest Airlines","DTW","Property Damage","Checked Baggage","Other",50,"Denied",0
"8922","2004090000000",2004,8,"24 00:00:00","UAL","F","Passenger Theft","Checked Baggage","Jewelry - Fine",370,"Denied",0
"31701","2006040000000",2005,12,"27 00:00:00","Air Canada","SEA","Passenger Property Loss","Checked Baggage","Other",460,"Denied",0
"30238","2006010000000",2005,12,"09 00:00:00","America West","SJC","Passenger Property Loss","Checked Baggage","Stereo Items & Accessories",617.14,"Settled",308.69
"31285","2006020000000",2005,12,"31 00:00:00","USAir","PHL","Property Damage","Checked Baggage","Locks",40,"Denied",0
"18282","2005040000000",2005,3,"26 00:00:00","Continental Airlines","CLE","Passenger Property Loss","Checked Baggage","Jewelry - Fine",50,"Approved",50
"18104","2005040000000",2005,4,"06 00:00:00","USA 3000 (U5)","RSW","Passenger Property Loss","Checked Baggage","Other",8,"Approved",8
"6995","2004090000000",2004,7,"17 00:00:00","Alaska Airlines","SEA","Passenger Property Loss","Checked Baggage","Other",489,"Settled",375.8
"32034","2007100000000",2004,8,"07 00:00:00","UAL","SEA","Passenger Property Loss","Checkpoint","Currency",100,"Denied",0
"20661","2005060000000",2005,5,"21 00:00:00","UAL","BWI","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",134.66,"Denied",0
"17844","2005040000000",2005,3,"26 00:00:00","UAL","ORD","Passenger Property Loss","Checked Baggage","Computer - Laptop",2136.92,"Denied",0
"2885","2004060000000",2004,3,"19 00:00:00","Delta Air Lines","SAN","Passenger Property Loss","Checked Baggage","Other",120,"Settled",60
"9202","2004110000000",2004,8,"25 00:00:00","British Airways","ORD","Property Damage","Checkpoint","Computer - Laptop",2000,"Denied",0
"18918","2005050000000",2005,4,"22 00:00:00","USAir","DCA","Property Damage","Checkpoint","Other",355,"Settled",234
"12920","2005010000000",2004,12,"13 00:00:00","Jet Blue","JFK","Passenger Property Loss","Checked Baggage","Other",82.24,"Approved",82.24
"10994","2004120000000",2004,10,"04 00:00:00","USAir","SYR","Passenger Property Loss","Checked Baggage","Locks",21.45,"Approved",21.45
"2000","2004050000000",2004,3,"14 00:00:00","American Airlines","LAS","Passenger Property Loss","Checkpoint","Other",135,"Denied",0
"3634","2004060000000",2004,4,"01 00:00:00","Northwest Airlines","PHX","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",15.38,"Approved",15.38
"4270","2004060000000",2004,4,"16 00:00:00","UAL","DEN","Passenger Property Loss","Checked Baggage","Other",210,"Settled",105
"19859","2005050000000",2005,5,"14 00:00:00","Air France","IAD","Passenger Property Loss","Checked Baggage","Other",33,"Approved",33
"23826","2005080000000",2005,7,"11 00:00:00","American Airlines","STL","Property Damage","Checked Baggage","Other",22.25,"Denied",0
"25907","2005100000000",2005,9,"02 00:00:00","Alaska Airlines","PHX","Property Damage","Checked Baggage","Luggage (all types including footlockers)",139.99,"Denied",0
"15795","2005060000000",2004,12,"19 00:00:00","Delta (Song)","TPA","Property Damage","Checked Baggage","Musical Instruments - Other - Over $250",745,"Approved",745
"30756","2006010000000",2005,11,"21 00:00:00","USAir","PHL","Passenger Property Loss","Checkpoint","Cameras - Digital",94.49,"Approved",94.49
"16994","2005040000000",2005,3,"17 00:00:00","Delta Air Lines","ATL","Property Damage","Checked Baggage","Luggage (all types including footlockers)",52.49,"Approved",52.49
"940","2004040000000",2004,1,"11 00:00:00","Northwest Airlines","MEM","Property Damage","Checked Baggage","Other",300,"Denied",0
"1457","2004050000000",2004,2,"24 00:00:00","Jet Blue","TPA","Property Damage","Checked Baggage","Locks",144.1,"Denied",0
"20144","2005060000000",2005,5,"03 00:00:00","British Airways","BWI","Passenger Property Loss","Checked Baggage","Jewelry - Fine",600,"Denied",0
"22101","2005070000000",2005,6,"01 00:00:00","Alaska Airlines","YKM","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",70,"Denied",0
"13279","2005010000000",2004,11,"30 00:00:00","Southwest Airlines","LAX","Passenger Property Loss","Checked Baggage","Locks",4.5,"Denied",0
"4869","2004060000000",2004,4,"19 00:00:00","UAL","SAN","Property Damage","Checked Baggage","Other",124,"Approved",124
"18465","2005040000000",2005,4,"10 00:00:00","Continental Airlines","EWR","Property Damage","Checked Baggage","Luggage (all types including footlockers)",179,"Settled",50
"1921","2004050000000",2004,2,"15 00:00:00","UAL","MIA","Property Damage","Checked Baggage","Luggage (all types including footlockers)",350,"Settled",100
"11423","2004120000000",2004,10,"21 00:00:00","American Airlines","DFW","Property Damage","Checked Baggage","Computer - Laptop",2161.37,"Denied",0
"19487","2005050000000",2005,4,"16 00:00:00","UAL","ICT","Property Damage","Checked Baggage","Locks",36.38,"Approved",36.38
"19702","2005050000000",2005,2,"15 00:00:00","American Airlines","MIA","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",1200,"Denied",0
"7897","2004090000000",2004,5,"10 00:00:00","Other","MSP","Passenger Theft","Checked Baggage","Other",30,"Approved",30
"18344","2005040000000",2005,2,"26 00:00:00","Northwest Airlines","MSP","Property Damage","Checked Baggage","Luggage (all types including footlockers)",102.6,"Approved",102.6
"10218","2004110000000",2004,7,"25 00:00:00","USAir","MCO","Passenger Property Loss","Checked Baggage","Cameras - Digital",802.49,"Settled",225.3
"4483","2004060000000",2004,4,"15 00:00:00","USAir","BOS","Passenger Property Loss","Checked Baggage","Other",125,"Approved",125
"26385","2005100000000",2005,9,"03 00:00:00","Other","IAD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",150,"Denied",0
"12820","2005010000000",2004,10,"15 00:00:00","Delta Air Lines","BWI","Passenger Property Loss","Checked Baggage","Other",120,"Denied",0
"31829","2006060000000",2004,7,"30 00:00:00","Other","JFK","Passenger Property Loss","Checked Baggage","Currency",1000,"Denied",0
"26027","2005100000000",2005,9,"03 00:00:00","Delta Air Lines","HSV","Passenger Property Loss","Checked Baggage","Locks",9.71,"Approved",9.71
"957","0305069M",2004,2,"23 00:00:00","Spirit Airlines","RSW","Property Damage","Checked Baggage","Luggage (all types including footlockers)",99,"Settled",50
"21537","2005060000000",2005,6,"04 00:00:00","UAL","IAD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",327.9,"Denied",0
"1942","2004050000000",2004,3,"18 00:00:00","Delta Air Lines","PHL","Passenger Property Loss","Checked Baggage","Currency",60,"Settled",30
"28035","2005110000000",2005,11,"08 00:00:00","America West","PHX","Property Damage","Checked Baggage","Luggage (all types including footlockers)",125,"Denied",0
"6358","2004070000000",2004,4,"20 00:00:00","AirTran Airlines","JAX","Passenger Property Loss","Checkpoint","Jewelry - Fine",410,"Approved",410
"27013","2005100000000",2005,9,"03 00:00:00","Continental Airlines","LAS","Passenger Property Loss","Checked Baggage","Jewelry - Fine",490,"Denied",0
"1234","2004050000000",2004,2,"28 00:00:00","Spirit Airlines","LGA","Passenger Property Loss","Checked Baggage","Jewelry - Fine",500,"Settled",250
"9374","2004090000000",2004,8,"17 00:00:00","Continental Airlines","MSY","Passenger Theft","Checked Baggage","Other",36.98,"Approved",36.98
"21128","2005060000000",2005,6,"02 00:00:00","Continental Airlines","PBI","Passenger Property Loss","Checked Baggage","Locks",7.5,"Approved",7.5
"24325","2005080000000",2005,7,"26 00:00:00","American Airlines","PVD","Passenger Property Loss","Checked Baggage","Locks",10.02,"Denied",0
"30637","2006010000000",2005,12,"04 00:00:00","American Airlines","LGA","Passenger Property Loss","Checked Baggage","Computer - Laptop",1950.65,"Denied",0
"30334","2006010000000",2005,12,"31 00:00:00","USAir","PHL","Passenger Property Loss","Checked Baggage","Currency",75,"Denied",0
"30708","2006010000000",2005,11,"19 00:00:00","Delta Air Lines","BOS","Property Damage","Checkpoint","Computer - Laptop",415.5,"Approved",415.5
"3035","2004060000000",2004,1,"15 00:00:00","Virgin Atlantic","LAX","Passenger Property Loss","Checked Baggage","Jewelry - Fine",1940,"Denied",0
"9226","2004110000000",2004,8,"21 00:00:00","USAir","PHL","Passenger Property Loss","Checked Baggage","Other",71,"Settled",35.5
"795","0226511M",2004,1,"14 00:00:00","USAir","PIT","Passenger Property Loss","Checked Baggage","Computer - Laptop",2500,"Denied",0
"28198","2005110000000",2005,10,"08 00:00:00","Continental Airlines","TUS","Passenger Property Loss","Checked Baggage","Other",3620,"Denied",0
"31627","2006030000000",2005,12,"22 00:00:00","American Airlines","DFW","Passenger Property Loss","Checked Baggage","Computer - Laptop",500,"Denied",0
"16394","2005040000000",2005,1,"12 00:00:00","UAL","IAD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",1145,"Denied",0
"2643","2004060000000",2004,2,"28 00:00:00","America West","MKE","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",25.87,"Approved",25.87
"11781","2004120000000",2004,10,"14 00:00:00","American Airlines","MSY","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",700,"Settled",175
"18139","2005040000000",2005,4,"05 00:00:00","Continental Airlines","CLE","Property Damage","Checkpoint","Other",119.33,"Approved",119.33
"16594","2005030000000",2004,12,"17 00:00:00","American Airlines","DFW","Property Damage","Checkpoint","Other",85.44,"Approved",85.44
"22133","2005070000000",2005,6,"12 00:00:00","Delta Air Lines","DFW","Passenger Property Loss","Checked Baggage","Other",411.45,"Denied",0
"8744","2004090000000",2004,8,"29 00:00:00","AirTran Airlines","MCO","Passenger Property Loss","Checked Baggage","Cameras - Digital",879.74,"Settled",550.49
"9771","2004110000000",2004,9,"20 00:00:00","American Airlines","TUS","Passenger Property Loss","Checked Baggage","Other",150,"Denied",0
"31281","2006020000000",2005,12,"26 00:00:00","UAL","ORD","Passenger Property Loss","Checked Baggage","Computer - Laptop",2552.86,"Denied",0
"15277","2005030000000",2005,1,"24 00:00:00","Northwest Airlines","MSP","Property Damage","Checked Baggage","Other",779.84,"Settled",398.98
"4530","2004060000000",2004,5,"05 00:00:00","UAL","OAK","Property Damage","Checkpoint","Luggage (all types including footlockers)",1568,"Denied",0
"3557","2004060000000",2004,4,"11 00:00:00","UAL","LAX","Property Damage","Checked Baggage","Luggage (all types including footlockers)",149.99,"Settled",50
"203","0130244M",2004,8,"23 00:00:00","Lufthansa","PHL","Property Damage","Checked Baggage","Luggage (all types including footlockers)",115,"Settled",57.5
"2693","2004050000000",2004,2,"13 00:00:00","AirTran Airlines","BOS","Passenger Property Loss","Checked Baggage","Other",650,"Denied",0
"6391","2004080000000",2004,6,"28 00:00:00","American Airlines","SJU","Passenger Property Loss","Checked Baggage","Other",30,"Approved",30
"19816","2005050000000",2005,5,"01 00:00:00","USAir","PHL","Passenger Property Loss","Checked Baggage","Other",600,"Denied",0
"19520","2005050000000",2005,4,"28 00:00:00","USAir","PVD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",250,"Settled",50
"19292","2005050000000",2005,4,"07 00:00:00","Spirit Airlines","ORD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",120,"Denied",0
"15806","2005030000000",2005,1,"15 00:00:00","Northwest Airlines","PDX","Property Damage","Checked Baggage","Luggage (all types including footlockers)",7,"Denied",0
"19806","2005050000000",2005,4,"11 00:00:00","Delta Air Lines","ATL","Property Damage","Checked Baggage","Locks",7.85,"Approved",7.85
"6548","2004080000000",2004,5,"26 00:00:00","Air Canada","SEA","Passenger Property Loss","Checked Baggage","Currency",400,"Approved",400
"4138","2004060000000",2004,4,"04 00:00:00","UAL","ORD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",127.15,"Approved",127.15
"1425","2004050000000",2004,2,"22 00:00:00","Southwest Airlines","SAN","Property Damage","Checked Baggage","Locks",129.95,"Denied",0
"13577","2005010000000",2004,12,"30 00:00:00","Delta Air Lines","SAV","Property Damage","Checked Baggage","Luggage (all types including footlockers)",100,"Denied",0
"12763","2005010000000",2004,12,"06 00:00:00","Air Canada","MIA","Passenger Property Loss","Checked Baggage","Other",98,"Approved",98
"7198","2004090000000",2004,7,"03 00:00:00","American Airlines","STL","Passenger Theft","Checked Baggage","Cameras - Digital",499.98,"Denied",0
"278","0203033M",2004,1,"09 00:00:00","USAir","MHT","Property Damage","Checked Baggage","Other",10,"Approved",10
"2003","2004050000000",2004,2,"04 00:00:00","Alaska Airlines","DEN","Passenger Property Loss","Checkpoint","Other",150,"Denied",0
"10966","2004120000000",2004,10,"10 00:00:00","Northwest Airlines","DTW","Passenger Property Loss","Checked Baggage","Currency",90,"Denied",0
"2360","2004060000000",2004,3,"27 00:00:00","USAir","SJU","Passenger Property Loss","Checked Baggage","Jewelry - Fine",389,"Approved",389
"18629","2005050000000",2004,4,"06 00:00:00","Frontier Airlines","RSW","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",54.99,"Approved",54.99
"13995","2005020000000",2005,1,"02 00:00:00","Northwest Airlines","MSP","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",67.5,"Approved",67.5
"21416","2005060000000",2005,3,"29 00:00:00","America West","PHX","Passenger Property Loss","Checked Baggage","Jewelry - Fine",302.93,"Settled",151.47
"18146","2005040000000",2004,10,"24 00:00:00","American Eagle","BOS","Passenger Property Loss","Checked Baggage","Computer - Laptop",1467,"Denied",0
"30196","2006010000000",2005,10,"14 00:00:00","Continental Airlines","IAH","Passenger Property Loss","Checked Baggage","Other",31.19,"Denied",0
"6805","2004080000000",2004,5,"11 00:00:00","Northwest Airlines","MSY","Passenger Property Loss","Checked Baggage","Other",4820,"Settled",2900
"8028","2004090000000",2004,7,"03 00:00:00","Alaska Airlines","ANC","Passenger Property Loss","Checked Baggage","Other",75,"Settled",37.5
"23435","2005080000000",2005,2,"25 00:00:00","American Airlines","IND","Passenger Property Loss","Checked Baggage","Cameras - Digital",429.94,"Settled",215
"28085","2005110000000",2005,6,"26 00:00:00","Southwest Airlines","SAN","Passenger Property Loss","Checkpoint","Jewelry - Fine",340.35,"Denied",0
"430","0210121M",2004,1,"15 00:00:00","Virgin Atlantic","MCO","Property Damage","Checked Baggage","Luggage (all types including footlockers)",64,"Settled",50
"16424","2005030000000",2005,3,"06 00:00:00","Continental Airlines","CHS","Property Damage","Checked Baggage","Luggage (all types including footlockers)",200,"Settled",50
"30771","2006010000000",2005,12,"28 00:00:00","Hawaiian Airlines","SJC","Property Damage","Checked Baggage","Luggage (all types including footlockers)",50,"Approved",50
"31868","2006070000000",2005,6,"30 00:00:00","Frontier Airlines","IAH","Passenger Property Loss","Checked Baggage","Other",179,"Denied",0
"26106","2005100000000",2005,9,"06 00:00:00","Frontier Airlines","ATL","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",145,"Denied",0
"21226","2005060000000",2005,5,"19 00:00:00","Northwest Airlines","ABQ","Property Damage","Checked Baggage","Luggage (all types including footlockers)",41,"Approved",41
"8319","2004090000000",2004,6,"30 00:00:00","Northwest Airlines","DTW","Passenger Property Loss","Checked Baggage","Cameras - Digital",722.98,"Denied",0
"24771","2005090000000",2005,3,"16 00:00:00","UAL","JFK","Property Damage","Checkpoint","Computer - Laptop",3588,"Settled",768.06
"16970","2005040000000",2005,3,"15 00:00:00","Northwest Airlines","BDL","Property Damage","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",63.58,"Settled",31.79
"9881","2004110000000",2004,8,"18 00:00:00","Delta Air Lines","RIC","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",48,"Approved",48
"31985","2005110000000",2004,2,"29 00:00:00","Delta Air Lines","ISP","Personal Injury","Checkpoint","Medicines",1034650,"Denied",0
"14428","2005020000000",2004,12,"05 00:00:00","Delta Air Lines","PBI","Passenger Property Loss","Checked Baggage","Computer - Laptop",1500,"Denied",0
"5864","2004070000000",2004,5,"20 00:00:00","Southwest Airlines","TPA","Passenger Property Loss","Checked Baggage","Other",20,"Denied",0
"14046","2006010000000",2005,11,"15 00:00:00","UAL","IAD","Passenger Property Loss","Checked Baggage","Locks",25.37,"Approved",25.37
"27764","2005110000000",2005,10,"11 00:00:00","UAL","ORD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",180,"Settled",90
"1311","2004050000000",2004,2,"14 00:00:00","UAL","ORD","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",25,"Settled",12.5
"20122","2005060000000",2005,4,"07 00:00:00","Delta (Song)","PBI","Property Damage","Checked Baggage","Other",3328.4,"Approved",3328.4
"9307","2004110000000",2004,8,"08 00:00:00","Delta Air Lines","ATL","Passenger Property Loss","Checked Baggage","Jewelry - Fine",333.19,"Denied",0
"20666","2005060000000",2005,5,"21 00:00:00","Jet Blue","BTV","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",65,"Denied",0
"30103","2006010000000",2005,11,"28 00:00:00","Southwest Airlines","OKC","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",100,"Settled",50
"15880","2005030000000",2005,2,"27 00:00:00","Southwest Airlines","SLC","Property Damage","Checked Baggage","Luggage (all types including footlockers)",125,"Settled",50
"29046","2005120000000",2005,11,"27 00:00:00","Lufthansa","IAD","Passenger Property Loss","Checked Baggage","Other",245,"Settled",94.32
"25609","2005090000000",2005,5,"21 00:00:00","UAL","ORD","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",180,"Denied",0
"19303","2005050000000",2005,4,"16 00:00:00","American Airlines","DEN","Property Damage","Checked Baggage","Luggage (all types including footlockers)",100,"Settled",50
"8845","2004100000000",2004,6,"18 00:00:00","Southwest Airlines","ABQ","Property Damage","Checked Baggage","Other",1409.98,"Denied",0
"21118","2005060000000",2005,4,"30 00:00:00","Aloha Airlines","HNL","Property Damage","Checked Baggage","Other",101.95,"Approved",101.95
"5765","2004070000000",2004,5,"18 00:00:00","Northwest Airlines","ANC","Passenger Property Loss","Checked Baggage","Other",157.02,"Approved",157.02
"16937","2005040000000",2005,3,"12 00:00:00","Continental Airlines","TUS","Property Damage","Checked Baggage","Luggage (all types including footlockers)",80.25,"Denied",0
"22069","2005070000000",2005,5,"22 00:00:00","Continental Airlines","IAH","Passenger Property Loss","Checked Baggage","Cameras - Digital",1595.9,"Settled",789.95
"17634","2005040000000",2005,4,"02 00:00:00","Alaska Airlines","LAX","Passenger Property Loss","Checked Baggage","Cameras - Digital",400,"Denied",0
"6927","2004080000000",2004,7,"05 00:00:00","Continental Airlines","EWR","Passenger Property Loss","Checked Baggage","Other",235.52,"Settled",157.65
"17402","2005040000000",2005,3,"12 00:00:00","Spirit Airlines","DTW","Passenger Property Loss","Checked Baggage","Other",161.99,"Approved",161.99
"127","0129076M",2004,1,"06 00:00:00","USAir","BOS","Property Damage","Checkpoint","Other",193,"Denied",0
"3292","2004050000000",2004,4,"22 00:00:00","Alaska Airlines","SEA","Passenger Property Loss","Checked Baggage","Other",109.99,"Approved",109.99
"3140","2004050000000",2004,4,"01 00:00:00","Delta Air Lines","SEA","Passenger Property Loss","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",76,"Approved",76
"9966","2004110000000",2004,9,"19 00:00:00","Northwest Airlines","ATW","Property Damage","Checked Baggage","Other",21.69,"Approved",21.69
"23788","2005080000000",2005,7,"31 00:00:00","Northwest Airlines","COS","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",75,"Approved",75
"24426","2005080000000",2005,6,"24 00:00:00","Delta Air Lines","MSP","Property Damage","Checkpoint","Luggage (all types including footlockers)",266,"Settled",45
"1278","2004050000000",2004,2,"08 00:00:00","America West","ICT","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",50,"Approved",50
"24745","2005090000000",2005,8,"24 00:00:00","UAL","ORD","Passenger Property Loss","Checked Baggage","Other",132.99,"Denied",0
"30455","2006010000000",2005,12,"27 00:00:00","Delta Air Lines","GPT","Passenger Property Loss","Checked Baggage","Locks",6.33,"Approved",6.33
"13121","2005010000000",2004,11,"30 00:00:00","Northwest Airlines","SNA","Passenger Property Loss","Checkpoint","Jewelry - Fine",80,"Approved",80
"27159","2005100000000",2005,10,"12 00:00:00","Delta Air Lines","MEM","Passenger Property Loss","Checked Baggage","DVD/CD Players",328.99,"Denied",0
"31103","2006020000000",2005,12,"31 00:00:00","American West","SAN","Passenger Property Loss","Checked Baggage","Cameras - Digital",294.62,"Settled",240.19
"5274","2004060000000",2004,5,"15 00:00:00","American Airlines","SAN","Passenger Property Loss","Checked Baggage","Cameras - Digital",1309.79,"Settled",169
"28709","2005120000000",2005,10,"28 00:00:00","American Airlines","MCO","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",1404.59,"Denied",0
"922","0305153M",2004,2,"16 00:00:00","Northwest Airlines","DTW","Property Damage","Checked Baggage","Locks",200,"Denied",0
"11721","2005010000000",2004,11,"08 00:00:00","Northwest Airlines","FSD","Property Damage","Checked Baggage","Other",98,"Approved",98
"12173","2004120000000",2004,10,"29 00:00:00","Delta Air Lines","ATL","Passenger Property Loss","Checkpoint","Cell Phones",75,"Denied",0
