"","Claim_Number","Year","Month","Day","Airline_Name","Airport_Code","Claim_Type","Claim_Site","Item","Claim_Amount","Status","Close_Amount"
"24925","2005090000000",2005,8,"20 00:00:00","American Airlines","HNL","Passenger Property Loss","Checked Baggage","Other",109.99,"Denied",0
"12658","2005010000000",2004,10,"13 00:00:00","USAir","ORD","Passenger Property Loss","Checked Baggage","Jewelry - Fine",42.5,"Denied",0
"7218","2004080000000",2004,7,"04 00:00:00","Frontier Airlines","IAH","Passenger Theft","Checked Baggage","Cameras - Digital",258.15,"Settled",210.46
"5316","2004070000000",2004,3,"09 00:00:00","UAL","CLE","Property Damage","Checked Baggage","Luggage (all types including footlockers)",180,"Approved",180
"12432","2004120000000",2004,11,"14 00:00:00","Southwest Airlines","SAN","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",796,"Denied",0
"10241","2004110000000",2004,8,"29 00:00:00","Delta Air Lines","SAV","Property Damage","Checked Baggage","Luggage (all types including footlockers)",40,"Approved",40
"28141","2005120000000",2005,10,"30 00:00:00","Continental Airlines","IAH","Property Damage","Checked Baggage","Luggage (all types including footlockers)",140,"Approved",140
"28361","2005120000000",2005,8,"19 00:00:00","Northwest Airlines","PFN","Passenger Property Loss","Checked Baggage","Jewelry - Fine",1543.59,"Denied",0
"14222","2005020000000",2004,12,"23 00:00:00","Delta Air Lines","DCA","Passenger Property Loss","Checked Baggage","Cell Phones",203,"Denied",0
"13445","2005010000000",2004,12,"29 00:00:00","American Airlines","MDW","Passenger Property Loss","Checked Baggage","Other",318.44,"Settled",159.22
"9377","2004090000000",2004,7,"28 00:00:00","USAir","PHL","Property Damage","Checked Baggage","Jewelry - Fine",40,"Approved",40
"24646","2005090000000",2005,8,"19 00:00:00","Northwest Airlines","OMA","Passenger Property Loss","Checked Baggage","Other",200,"Settled",100
"17455","2005040000000",2005,2,"10 00:00:00","Continental Airlines","EWR","Property Damage","Checked Baggage","Luggage (all types including footlockers)",250,"Denied",0
"23581","2005080000000",2005,7,"22 00:00:00","Jet Blue","JFK","Passenger Property Loss","Checked Baggage","Cameras - Digital",519.36,"Settled",109.92
"13753","2005020000000",2004,12,"11 00:00:00","Delta Air Lines","BOS","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",245.1,"Denied",0
"23007","2005070000000",2005,3,"16 00:00:00","Delta Air Lines","AVL","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",20470,"Denied",0
"15032","2005030000000",2005,1,"16 00:00:00","UAL","DFW","Passenger Property Loss","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",342.3,"Settled",85
"19686","2005050000000",2005,5,"01 00:00:00","Other","DEN","Property Damage","Checkpoint","Cameras - Digital",99.95,"Approved",99.95
"10444","2004120000000",2004,10,"05 00:00:00","Northwest Airlines","MEM","Property Damage","Checked Baggage","Luggage (all types including footlockers)",172.5,"Settled",86.25
"22834","2005070000000",2005,7,"13 00:00:00","Southwest Airlines","LAS","Passenger Property Loss","Checkpoint","Jewelry - Fine",241.88,"Denied",0
"26511","2005100000000",2005,5,"10 00:00:00","Delta Air Lines","JFK","Property Damage","Checkpoint","Other",79.95,"Settled",39.97
"3338","2004060000000",2004,4,"15 00:00:00","Delta Air Lines","ATL","Property Damage","Checked Baggage","Other",35,"Approved",35
"14225","2005020000000",2004,5,"27 00:00:00","Delta Air Lines","DFW","Passenger Property Loss","Checked Baggage","Other",1157.3,"Denied",0
"18505","2005040000000",2005,2,"28 00:00:00","Southwest Airlines","PHL","Property Damage","Checked Baggage","Luggage (all types including footlockers)",75,"Approved",75
"7564","2004090000000",2004,5,"02 00:00:00","USAir","MIA","Passenger Property Loss","Checked Baggage","Jewelry - Fine",250,"Settled",125
"16837","2005040000000",2005,1,"14 00:00:00","American Airlines","EWR","Passenger Property Loss","Checked Baggage","Other",110.11,"Approved",110.11
"24488","2005080000000",2005,7,"19 00:00:00","Northwest Airlines","PIT","Property Damage","Checked Baggage","Luggage (all types including footlockers)",60,"Approved",60
"25601","2005090000000",2005,7,"25 00:00:00","UAL","ORD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",300,"Denied",0
"9341","2004090000000",2004,6,"18 00:00:00","American Airlines","LAS","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",876,"Settled",613.8
"26325","2005100000000",2005,6,"02 00:00:00","Delta Air Lines","ATL","Property Damage","Checked Baggage","Luggage (all types including footlockers)",31.08,"Approved",31.08
"25117","2005090000000",2005,8,"25 00:00:00","Jet Blue","SJU","Passenger Property Loss","Checked Baggage","Other",80.75,"Settled",51
"15646","2005030000000",2005,1,"17 00:00:00","UAL","IAD","Passenger Property Loss","Checked Baggage","Jewelry - Fine",600,"Settled",500
"13420","2005010000000",2004,12,"22 00:00:00","Delta Air Lines","LGA","Property Damage","Checked Baggage","Luggage (all types including footlockers)",51,"Denied",0
"563","0219367M",2004,2,"07 00:00:00","Delta Air Lines","FLL","Property Damage","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",70,"Denied",70
"31894","2006080000000",2005,8,"31 00:00:00","American Airlines","CID","Property Damage","Checkpoint","Computer - Laptop",467.02,"Denied",0
"18116","2005040000000",2005,3,"20 00:00:00","Delta Air Lines","OAK","Property Damage","Checked Baggage","Other",100,"Approved",100
"6022","2004070000000",2004,1,"04 00:00:00","Delta Air Lines","PIT","Property Damage","Checkpoint","Luggage (all types including footlockers)",15,"Approved",15
"7447","2004090000000",2004,7,"04 00:00:00","USAir","LWB","Passenger Property Loss","Checked Baggage","Other",18,"Approved",18
"11535","2004120000000",2004,8,"08 00:00:00","Northwest Airlines","DTW","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",78,"Approved",78
"3040","2004060000000",2004,4,"11 00:00:00","American Airlines","JAX","Property Damage","Checked Baggage","Other",10,"Settled",5
"20484","2005060000000",2005,3,"06 00:00:00","Continental Airlines","FLL","Passenger Property Loss","Checked Baggage","Locks",9.03,"Approved",9.03
"22667","2005070000000",2005,5,"10 00:00:00","Horizon Air","LAX","Passenger Property Loss","Checked Baggage","Jewelry - Fine",1140,"Denied",0
"27684","2005110000000",2005,8,"12 00:00:00","Continental Airlines","MCO","Passenger Property Loss","Checked Baggage","Computer - Laptop",1800,"Settled",1033.69
"21918","2005110000000",2005,6,"07 00:00:00","Northwest Airlines","PDX","Property Damage","Checked Baggage","Luggage (all types including footlockers)",120,"Approved",120
"4348","2004060000000",2004,5,"07 00:00:00","Northwest Airlines","MKE","Property Damage","Checked Baggage","Other",21.11,"Approved",21.11
"24149","2005080000000",2005,6,"13 00:00:00","Northwest Airlines","PHX","Passenger Property Loss","Checkpoint","Other",630,"Denied",0
"2310","2004050000000",2004,3,"09 00:00:00","Northwest Airlines","DTW","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",19.98,"Approved",19.98
"10071","2004110000000",2004,9,"05 00:00:00","Northwest Airlines","SEA","Property Damage","Checked Baggage","Locks",120,"Denied",120
"9396","2004110000000",2004,9,"06 00:00:00","USAir","PHL","Passenger Property Loss","Checked Baggage","Locks",15,"Approved",15
"14659","2005030000000",2005,1,"26 00:00:00","Delta (Song)","SLC","Passenger Property Loss","Checkpoint","Jewelry - Fine",5990,"Denied",0
"1474","2004050000000",2004,2,"23 00:00:00","Southwest Airlines","BNA","Property Damage","Checked Baggage","Luggage (all types including footlockers)",160,"Settled",80
"9254","2004100000000",2004,7,"26 00:00:00","Southwest Airlines","OAK","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",63.06,"Approved",63.06
"21240","2005060000000",2005,5,"23 00:00:00","Delta Air Lines","EYW","Passenger Property Loss","Checked Baggage","Other",20,"Approved",20
"24920","2005090000000",2005,4,"08 00:00:00","American Airlines","ORD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",149.95,"Denied",0
"1265","2004050000000",2004,1,"26 00:00:00","Northwest Airlines","TPA","Property Damage","Checked Baggage","Other",75,"Approved",75
"2566","2004050000000",2004,2,"27 00:00:00","UAL","PHL","Passenger Property Loss","Checked Baggage","Eyeglasses - (including contact lenses)",150,"Approved",150
"5573","2004070000000",2004,5,"07 00:00:00","Other","EWR","Passenger Property Loss","Checked Baggage","Other",461,"Approved",461
"17425","2005040000000",2005,3,"24 00:00:00","Continental Airlines","IAH","Property Damage","Checked Baggage","Other",25,"Denied",0
"26794","2005100000000",2005,9,"08 00:00:00","Lufthansa","DEN","Passenger Property Loss","Checked Baggage","Other",38.61,"Approved",38.61
"14741","2005030000000",2005,1,"23 00:00:00","Virgin Atlantic","MCO","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",314.69,"Settled",127
"19084","2005050000000",2005,4,"09 00:00:00","Delta Air Lines","LGA","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",60,"Approved",60
"7618","2004090000000",2004,7,"16 00:00:00","American Airlines","ONT","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",40,"Approved",40
"21285","2005060000000",2005,6,"06 00:00:00","UAL","MSO","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",132.99,"Settled",79.79
"4028","2004060000000",2004,4,"01 00:00:00","Delta Air Lines","JFK","Property Damage","Checked Baggage","Luggage (all types including footlockers)",49.99,"Settled",25
"4522","2004060000000",2004,4,"05 00:00:00","UAL","BOS","Passenger Property Loss","Checkpoint","Computer - Laptop",3000,"Denied",0
"28971","2005120000000",2005,11,"21 00:00:00","American Airlines","DEN","Passenger Property Loss","Checked Baggage","Locks",11.42,"Approved",11.42
"22615","2005070000000",2005,7,"10 00:00:00","Southwest Airlines","BWI","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",80,"Denied",0
"28702","2005120000000",2005,11,"22 00:00:00","American Airlines","IAD","Property Damage","Checkpoint","Computer - Laptop",825,"Denied",0
"11402","2004120000000",2004,6,"12 00:00:00","Delta Air Lines","MHT","Passenger Property Loss","Checkpoint","Jewelry - Fine",8499,"Denied",0
"2347","2004050000000",2004,3,"17 00:00:00","Southwest Airlines","ABQ","Passenger Property Loss","Checked Baggage","Locks",13.76,"Approved",13.76
"17760","2005040000000",2005,3,"20 00:00:00","American Airlines","ALB","Property Damage","Checked Baggage","Other",47.96,"Approved",47.96
"17906","2005040000000",2005,3,"25 00:00:00","American West","SEA","Property Damage","Checked Baggage","Luggage (all types including footlockers)",225,"Settled",50
"19108","2005050000000",2005,4,"15 00:00:00","Southwest Airlines","PHX","Passenger Property Loss","Checked Baggage","Other",500.85,"Denied",0
"12225","2004120000000",2004,11,"22 00:00:00","Continental Airlines","IAH","Passenger Property Loss","Checked Baggage","Jewelry - Fine",214.11,"Settled",114.11
"11839","2004120000000",2004,11,"08 00:00:00","Alaska Airlines","PDX","Property Damage","Checkpoint","Luggage (all types including footlockers)",200,"Settled",180
"11051","2004120000000",2004,9,"09 00:00:00","Other","ORD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",110,"Settled",50
"19658","2005050000000",2005,4,"20 00:00:00","AirTran Airlines","ATL","Passenger Property Loss","Checked Baggage","Computer - Laptop",1263.48,"Settled",631.35
"9041","2004100000000",2004,8,"27 00:00:00","UAL","DEN","Passenger Theft","Checked Baggage","Cell Phones",104.9,"Settled",68.03
"17010","2005040000000",2005,3,"18 00:00:00","UAL","PDX","Passenger Property Loss","Checked Baggage","Other",179.96,"Approved",179.96
"30641","2006010000000",2005,12,"06 00:00:00","Northwest Airlines","PFN","Passenger Property Loss","Checked Baggage","Jewelry - Fine",219.73,"Denied",0
"14341","2005020000000",2005,1,"08 00:00:00","American Airlines","SJU","Passenger Property Loss","Checked Baggage","Other",1345,"Denied",0
"15206","2005030000000",2005,1,"18 00:00:00","Delta Air Lines","CLE","Passenger Property Loss","Checked Baggage","Cameras - Digital",496.77,"Settled",330
"23673","2005080000000",2005,7,"10 00:00:00","Frontier Airlines","DEN","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",45,"Approved",45
"14195","2005020000000",2004,12,"20 00:00:00","American West","PHX","Property Damage","Checked Baggage","Luggage (all types including footlockers)",24.95,"Approved",24.95
"30761","2006010000000",2005,12,"23 00:00:00","Continental Airlines","SAN","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",47.94,"Approved",47.94
"7668","2004090000000",2004,7,"12 00:00:00","American Airlines","JFK","Passenger Property Loss","Checkpoint","Other",600,"Denied",0
"28413","2005120000000",2005,11,"11 00:00:00","Delta Air Lines","ATL","Passenger Property Loss","Checked Baggage","Jewelry - Fine",150,"Denied",0
"22683","2005070000000",2005,5,"21 00:00:00","Northwest Airlines","LAX","Passenger Property Loss","Checked Baggage","Computer - Laptop",15000,"Denied",0
"10287","2004110000000",2004,9,"20 00:00:00","Northwest Airlines","MSP","Passenger Property Loss","Checked Baggage","Other",49.95,"Approved",49.95
"12151","2004120000000",2004,10,"04 00:00:00","Delta Air Lines","BOS","Passenger Property Loss","Checked Baggage","Locks",25,"Approved",25
"10464","2004120000000",2004,9,"03 00:00:00","USAir","BWI","Passenger Property Loss","Checked Baggage","Jewelry - Fine",65.43,"Approved",65.43
"11514","2004120000000",2004,11,"02 00:00:00","Delta (Song)","PBI","Property Damage","Checked Baggage","DVD/CD Players",573,"Denied",0
"5699","2004070000000",2004,5,"12 00:00:00","USAir","JAX","Passenger Property Loss","Checked Baggage","Cell Phones",319.5,"Settled",159.75
"10392","2004110000000",2004,9,"17 00:00:00","American Airlines","DAL","Passenger Property Loss","Checked Baggage","Other",150,"Settled",75
"19531","2005050000000",2005,5,"05 00:00:00","American Airlines","LAX","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",319.34,"Settled",191.61
"30889","2006010000000",2005,12,"31 00:00:00","UAL","JFK","Property Damage","Checkpoint","Other",300,"Approved",300
"28237","2005110000000",2005,10,"06 00:00:00","Southwest Airlines","ALB","Property Damage","Checked Baggage","Luggage (all types including footlockers)",119.99,"Settled",50
"9886","2004110000000",2004,9,"19 00:00:00","UAL","ATL","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",224.18,"Approved",224.18
"17319","2005040000000",2005,3,"22 00:00:00","Continental Airlines","LAS","Passenger Property Loss","Checked Baggage","PDA - Personal Data Assistants",500,"Denied",0
"13703","2005020000000",2004,12,"22 00:00:00","Delta Air Lines","TUL","Passenger Property Loss","Checked Baggage","Cameras - Digital",514.64,"Approved",514.64
"21757","2005070000000",2005,6,"15 00:00:00","Southwest Airlines","SAN","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",86.15,"Settled",43.08
"18222","2005040000000",2005,3,"26 00:00:00","American Airlines","ORF","Property Damage","Checked Baggage","Luggage (all types including footlockers)",111.55,"Settled",70
"15021","2005030000000",2004,5,"28 00:00:00","Continental Airlines","EWR","Passenger Property Loss","Checked Baggage","Jewelry - Fine",20000,"Denied",0
"19453","2005050000000",2005,4,"17 00:00:00","Continental Airlines","SJC","Passenger Property Loss","Checked Baggage","Computer - Laptop",2800,"Settled",1422.73
"24534","2005080000000",2005,8,"09 00:00:00","Northwest Airlines","MSP","Property Damage","Checked Baggage","Luggage (all types including footlockers)",72,"Denied",0
"5494","2004070000000",2004,5,"25 00:00:00","American Airlines","DEN","Employee Loss (MPCECA)","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",76.26,"Denied",0
"3905","2004060000000",2004,4,"24 00:00:00","Delta Air Lines","PHL","Passenger Property Loss","Checked Baggage","Currency",200,"Settled",100
"29028","2005120000000",2005,11,"27 00:00:00","Alaska Airlines","SEA","Passenger Property Loss","Checked Baggage","Other",125,"Denied",0
"14831","2005030000000",2004,11,"13 00:00:00","Other","LAX","Property Damage","Checked Baggage","Luggage (all types including footlockers)",75,"Settled",55
"13035","2005010000000",2004,11,"22 00:00:00","Northwest Airlines","PDX","Passenger Property Loss","Checked Baggage","Other",30,"Approved",25
"7902","2004090000000",2004,7,"07 00:00:00","Alaska Airlines","SEA","Property Damage","Checked Baggage","Luggage (all types including footlockers)",56.63,"Approved",56.63
"31715","2006040000000",2005,4,"06 00:00:00","America West","LAX","Passenger Property Loss","Checked Baggage","Other",2000,"Denied",0
"15930","2005030000000",2005,2,"09 00:00:00","USAir","PHL","Property Damage","Checkpoint","Luggage (all types including footlockers)",56,"Approved",56
"20904","2005060000000",2004,5,"06 00:00:00","American Airlines","RSW","Passenger Property Loss","Checked Baggage","Other",146,"Approved",146
