"ID","AB","R","H","X2B","HR","RBI","SB","CS","BB","SO"
"hernace02",560,0.114285714285714,0.248214285714286,0.05,0.00178571428571429,0.0607142857142857,0.0178571428571429,0.00714285714285714,0.0803571428571429,0.203571428571429
"hernaen02",361,0.132963988919668,0.221606648199446,0.0664819944598338,0.0166204986149584,0.124653739612188,0,0.00554016620498615,0.0941828254847645,0.196675900277008
"hernate01",499,0.142284569138277,0.266533066132265,0.0701402805611222,0.0501002004008016,0.154308617234469,0.0120240480961924,0.00601202404809619,0.0681362725450902,0.304609218436874
"hernaya01",305,0.0983606557377049,0.268852459016393,0.0524590163934426,0.0295081967213115,0.134426229508197,0.00655737704918033,0.00327868852459016,0.0622950819672131,0.242622950819672
"hicksaa01",384,0.140625,0.216145833333333,0.0234375,0.0208333333333333,0.104166666666667,0.0260416666666667,0.0078125,0.161458333333333,0.283854166666667
"higasky01",229,0.117903930131004,0.22707423580786,0.0305676855895196,0.0436681222707424,0.135371179039301,0,0.00436681222707424,0.0524017467248908,0.22707423580786
"higgipj01",201,0.114427860696517,0.228855721393035,0.054726368159204,0.0298507462686567,0.149253731343284,0,0,0.109452736318408,0.288557213930348
"hiurake01",234,0.145299145299145,0.226495726495726,0.0341880341880342,0.0598290598290598,0.136752136752137,0.0213675213675214,0.00854700854700855,0.0982905982905983,0.474358974358974
"hoernni01",481,0.124740124740125,0.280665280665281,0.0457380457380457,0.0207900207900208,0.114345114345114,0.0415800415800416,0.00415800415800416,0.0582120582120582,0.118503118503119
"hoskirh01",589,0.137521222410866,0.246179966044143,0.0560271646859083,0.0509337860780985,0.134125636672326,0.0033955857385399,0.00169779286926995,0.122241086587436,0.286926994906621
"hosmeer01",760,0.1,0.268421052631579,0.05,0.0210526315789474,0.115789473684211,0,0,0.0973684210526316,0.168421052631579
"iglesjo01",439,0.109339407744875,0.291571753986333,0.0683371298405467,0.00683371298405467,0.107061503416856,0.00455580865603645,0.00683371298405467,0.0387243735763098,0.127562642369021
"indiajo01",386,0.124352331606218,0.248704663212435,0.0414507772020725,0.0259067357512953,0.106217616580311,0.0077720207253886,0.0103626943005181,0.0803108808290155,0.243523316062176
"isbelky01",256,0.125,0.2109375,0.0390625,0.01953125,0.109375,0.03515625,0.0234375,0.0625,0.29296875
"janseda01",215,0.158139534883721,0.26046511627907,0.0465116279069767,0.0697674418604651,0.204651162790698,0.00465116279069767,0,0.116279069767442,0.204651162790698
"jeffery01",212,0.117924528301887,0.207547169811321,0.0471698113207547,0.0330188679245283,0.127358490566038,0,0,0.108490566037736,0.292452830188679
"jimenel02",292,0.136986301369863,0.294520547945205,0.0410958904109589,0.0547945205479452,0.184931506849315,0,0,0.0958904109589041,0.246575342465753
"joeco01",404,0.138613861386139,0.237623762376238,0.0495049504950495,0.0173267326732673,0.0693069306930693,0.0148514851485149,0.00495049504950495,0.136138613861386,0.24009900990099
"judgeaa01",570,0.233333333333333,0.310526315789474,0.0491228070175439,0.108771929824561,0.229824561403509,0.0280701754385965,0.00526315789473684,0.194736842105263,0.307017543859649
"kellyca02",317,0.126182965299685,0.211356466876972,0.056782334384858,0.0220820189274448,0.110410094637224,0.00630914826498423,0,0.0914826498422713,0.22397476340694
"kempto01",497,0.122736418511066,0.235412474849095,0.0482897384305835,0.0140845070422535,0.0925553319919517,0.0221327967806841,0.00201207243460765,0.0905432595573441,0.138832997987928
"keplema01",388,0.139175257731959,0.22680412371134,0.0463917525773196,0.0231958762886598,0.110824742268041,0.0077319587628866,0.00515463917525773,0.126288659793814,0.170103092783505
"kiermke01",206,0.135922330097087,0.228155339805825,0.0388349514563107,0.0339805825242718,0.106796116504854,0.029126213592233,0.00485436893203883,0.0679611650485437,0.296116504854369
"kimha01",517,0.112185686653772,0.251450676982592,0.0560928433268859,0.0212765957446809,0.114119922630561,0.02321083172147,0.00386847195357834,0.0986460348162476,0.193423597678917
"kineris01",483,0.136645962732919,0.260869565217391,0.041407867494824,0.0082815734989648,0.0993788819875776,0.0455486542443064,0.0082815734989648,0.072463768115942,0.149068322981366
"kirkal01",470,0.125531914893617,0.285106382978723,0.0404255319148936,0.0297872340425532,0.134042553191489,0,0,0.134042553191489,0.123404255319149
